what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1380989748057
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1380989748057
os,sysinfo,,,"win32",1380989748072
arch,sysinfo,,,"x86_64",1380989748072
ws,sysinfo,,,"win32",1380989748072
locale,sysinfo,,,"en_US",1380989748072
processors,sysinfo,,,"2",1380989748072
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1380989748072
java.runtime.version,sysinfo,,,"1.7.0_40-b43",1380989748072
java.specification.name,sysinfo,,,"Java Platform API Specification",1380989748072
java.specification.vendor,sysinfo,,,"Oracle Corporation",1380989748072
java.specification.version,sysinfo,,,"1.7",1380989748072
java.vendor,sysinfo,,,"Oracle Corporation",1380989748072
java.version,sysinfo,,,"1.7.0_40",1380989748072
java.vm.info,sysinfo,,,"mixed mode",1380989748072
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1380989748072
